rating,Predict,user_id,movie_id,title
2,2.735,62,827,daylight
4,4.159,62,474,dr. strangelove or: how i learned to stop worrying and love the bomb
3,3.324,62,451,grease
5,3.609,62,222,star trek: first contact
3,3.867,62,144,die hard
4,3.784,62,196,dead poets society
3,3.049,62,232,young guns
2,3.797,62,15,mr. holland's opus
3,2.981,62,229,star trek iii: the search for spock
4,4.055,62,275,sense and sensibility
4,3.856,62,135,2001: a space odyssey
2,3.408,62,1134,get on the bus
4,3.373,62,955,before sunrise
2,3.455,62,673,cape fear
4,3.912,62,216,when harry met sally...
4,4.453,62,483,casablanca
4,3.86,62,69,forrest gump
3,2.826,62,1091,pete's dragon
5,4.423,62,318,schindler's list
4,3.578,62,65,what's eating gilbert grape
5,4.138,62,89,blade runner
4,4.268,62,357,one flew over the cuckoo's nest
1,3.439,62,33,desperado
1,3.262,62,227,star trek vi: the undiscovered country
5,4.161,62,191,amadeus
4,3.979,62,183,alien
1,3.256,62,271,starship troopers
3,3.49,62,402,ghost
3,3.506,62,845,that thing you do!
5,3.895,62,176,aliens
4,3.38,62,716,home for the holidays
4,3.749,62,699,little women
2,3.791,62,97,dances with wolves
4,3.983,62,210,indiana jones and the last crusade
2,3.538,62,431,highlander
2,3.476,62,249,austin powers: international man of mystery
3,3.61,62,744,michael collins
4,4.307,62,22,braveheart
3,3.913,62,655,stand by me
2,3.255,62,739,pretty woman
3,3.929,62,28,apollo 13
2,3.37,62,230,star trek iv: the voyage home
5,3.953,62,190,henry v
4,3.807,62,9,dead man walking
2,3.128,62,472,dragonheart
4,4.187,62,511,lawrence of arabia
4,3.458,62,125,phenomenon
4,3.992,62,180,apocalypse now
5,3.356,62,380,star trek: generations
3,3.595,62,708,"sex, lies, and videotape"
1,3.422,62,763,happy gilmore
4,4.054,62,651,glory
4,4.002,62,527,gandhi
5,4.067,62,83,much ado about nothing
3,3.573,62,157,platoon
2,3.11,62,167,private benjamin
3,3.845,62,1131,safe
1,3.339,62,924,white squall
3,3.542,62,1136,ghosts of mississippi
3,2.975,62,541,mortal kombat
5,4.135,206,302,l.a. confidential
3,3.539,206,332,kiss the girls
5,3.44,206,288,scream
2,3.16,206,294,liar liar
4,3.808,206,258,contact
1,3.735,206,300,air force one
3,3.883,206,750,amistad
5,4.174,206,272,good will hunting
1,3.376,206,343,alien: resurrection
1,3.74,206,900,kundun
5,4.286,206,313,titanic
3,3.614,206,340,boogie nights
5,3.547,206,346,jackie brown
1,3.714,206,262,in the company of men
3,2.669,206,260,event horizon
2,3.468,206,690,seven years in tibet
1,2.982,206,323,dante's peak
1,3.307,206,360,wonderland
1,2.916,206,678,volcano
3,3.103,206,682,i know what you did last summer
1,2.928,206,990,anna karenina
1,3.373,206,326,g.i. jane
5,3.273,206,895,scream 2
1,3.424,206,691,dark city
1,3.255,206,1434,shooting fish
1,2.883,206,1395,hurricane streets
1,2.983,206,1429,sliding doors
3,4.135,197,302,l.a. confidential
2,3.539,197,332,kiss the girls
3,3.44,197,288,scream
4,3.16,197,294,liar liar
2,3.516,197,385,true lies
4,3.808,197,258,contact
4,2.795,197,554,waterworld
4,3.515,197,568,speed
1,3.945,197,56,pulp fiction
3,3.384,197,550,die hard: with a vengeance
4,3.647,197,566,clear and present danger
4,3.735,197,300,air force one
4,3.309,197,226,die hard 2
3,3.234,197,880,soul food
4,3.588,197,328,conspiracy theory
5,3.883,197,750,amistad
4,4.174,197,272,good will hunting
3,3.446,197,751,tomorrow never dies
4,4.027,197,316,as good as it gets
4,4.286,197,313,titanic
2,3.614,197,340,boogie nights
3,3.547,197,346,jackie brown
3,3.527,197,4,get shorty
5,4.034,197,181,return of the jedi
3,3.45,197,403,batman
5,4.172,197,174,raiders of the lost ark
5,4.036,197,96,terminator 2: judgment day
3,2.616,197,231,batman returns
3,3.198,197,2,goldeneye
4,3.518,197,347,wag the dog
1,3.861,197,11,se7en
5,3.739,197,82,jurassic park
3,3.922,197,182,goodfellas
5,4.306,197,50,star wars
4,2.946,197,289,evita
4,3.499,197,161,top gun
4,3.049,197,232,young guns
3,2.981,197,229,star trek iii: the search for spock
5,4.138,197,89,blade runner
2,3.439,197,33,desperado
3,3.262,197,227,star trek vi: the undiscovered country
5,3.979,197,183,alien
2,3.256,197,271,starship troopers
5,3.895,197,176,aliens
5,3.983,197,210,indiana jones and the last crusade
3,3.538,197,431,highlander
5,4.307,197,22,braveheart
4,3.37,197,230,star trek iv: the voyage home
3,3.953,197,190,henry v
5,4.187,197,511,lawrence of arabia
5,4.054,197,651,glory
3,3.468,197,690,seven years in tibet
3,2.982,197,323,dante's peak
2,2.916,197,678,volcano
3,3.373,197,326,g.i. jane
3,3.273,197,895,scream 2
3,2.743,197,29,batman forever
1,2.995,197,679,conan the barbarian
5,3.748,197,526,ben-hur
4,2.957,197,576,cliffhanger
1,2.653,197,259,george of the jungle
3,2.79,197,849,days of thunder
1,3.386,197,184,army of darkness
2,3.26,197,720,first knight
5,2.891,197,449,star trek: the motion picture
1,3.516,197,92,true romance
5,3.914,197,435,butch cassidy and the sundance kid
4,2.558,197,1228,under siege 2: dark territory
4,3.217,197,570,wyatt earp
2,2.138,197,1419,highlander iii: the sorcerer
3,3.377,197,538,anastasia
4,4.135,214,302,l.a. confidential
3,3.685,214,257,men in black
5,3.418,214,327,cop land
3,3.44,214,288,scream
3,3.16,214,294,liar liar
3,3.746,214,298,face/off
4,3.515,214,568,speed
5,3.945,214,56,pulp fiction
4,3.468,214,121,independence day
4,4.286,214,313,titanic
3,3.614,214,340,boogie nights
3,3.547,214,346,jackie brown
3,4.034,214,181,return of the jedi
5,3.888,214,208,young frankenstein
4,4.172,214,174,raiders of the lost ark
5,3.62,214,151,up close & personal
2,3.854,214,268,chasing amy
5,3.861,214,11,se7en
4,3.235,214,1017,trees lounge
5,3.724,214,175,brazil
3,2.563,214,325,crash
4,3.915,214,531,shine
5,3.848,214,475,trainspotting
4,3.922,214,182,goodfellas
3,4.306,214,50,star wars
5,4.006,214,185,psycho
3,4.002,214,168,monty python and the holy grail
3,3.589,214,721,mallrats
4,3.928,214,8,babe
4,3.701,214,93,welcome to the dollhouse
5,3.787,214,42,clerks
3,3.671,214,276,leaving las vegas
4,3.784,214,196,dead poets society
3,4.055,214,275,sense and sensibility
3,3.856,214,135,2001: a space odyssey
4,3.912,214,216,when harry met sally...
4,4.453,214,483,casablanca
2,3.86,214,69,forrest gump
4,4.423,214,318,schindler's list
4,4.138,214,89,blade runner
5,4.268,214,357,one flew over the cuckoo's nest
4,4.161,214,191,amadeus
3,3.476,214,249,austin powers: international man of mystery
3,4.307,214,22,braveheart
5,3.992,214,180,apocalypse now
4,3.595,214,708,"sex, lies, and videotape"
4,4.002,214,527,gandhi
4,3.516,214,92,true romance
2,3.854,214,246,chasing amy
5,4.215,214,427,to kill a mockingbird
4,3.595,214,248,grosse pointe blank
5,4.069,214,23,taxi driver
4,4.084,214,496,it's a wonderful life
2,3.231,214,872,love jones
4,4.01,214,705,singin' in the rain
5,3.826,214,156,reservoir dogs
4,3.931,214,1039,hamlet
3,3.213,214,319,everyone says i love you
3,4.299,214,223,sling blade
3,3.527,214,693,casino
4,4.087,214,482,some like it hot
4,3.766,214,608,spellbound
5,4.135,190,302,l.a. confidential
3,3.159,190,118,twister
3,3.101,190,546,broken arrow
2,3.418,190,327,cop land
5,3.44,190,288,scream
5,3.682,190,237,jerry maguire
3,3.16,190,294,liar liar
4,3.317,190,405,mission: impossible
3,3.808,190,258,contact
3,3.305,190,291,absolute power
3,3.529,190,742,ransom
3,3.468,190,121,independence day
4,3.735,190,300,air force one
3,3.588,190,328,conspiracy theory
5,4.174,190,272,good will hunting
4,3.446,190,751,tomorrow never dies
5,4.286,190,313,titanic
1,3.614,190,340,boogie nights
4,3.497,190,628,sleepers
3,3.37,190,685,executive decision
5,3.579,190,471,courage under fire
2,2.831,190,930,chain reaction
2,3.127,190,597,eraser
4,3.671,190,276,leaving las vegas
4,3.609,190,222,star trek: first contact
4,3.797,190,15,mr. holland's opus
1,3.807,190,9,dead man walking
3,3.458,190,125,phenomenon
4,3.373,190,326,g.i. jane
3,3.273,190,895,scream 2
3,3.03,190,696,city hall
2,3.142,190,974,eye for an eye
4,3.282,190,544,things to do in denver when you're dead
3,3.014,190,989,cats don't dance
4,4.135,303,302,l.a. confidential
4,3.685,303,257,men in black
2,3.159,303,118,twister
2,3.101,303,546,broken arrow
5,3.825,303,95,aladdin
1,3.418,303,327,cop land
4,3.44,303,288,scream
5,3.682,303,237,jerry maguire
3,3.633,303,1016,con air
4,3.16,303,294,liar liar
4,3.516,303,385,true lies
4,3.317,303,405,mission: impossible
4,3.746,303,298,face/off
4,3.808,303,258,contact
2,2.795,303,554,waterworld
4,3.515,303,568,speed
5,3.945,303,56,pulp fiction
2,2.578,303,829,fled
3,3.305,303,291,absolute power
4,3.529,303,742,ransom
3,3.384,303,550,die hard: with a vengeance
3,3.468,303,121,independence day
1,2.533,303,540,money train
3,2.661,303,820,space jam
5,3.827,303,203,unforgiven
1,3.735,303,300,air force one
4,3.62,303,470,tombstone
4,3.309,303,226,die hard 2
3,3.584,303,31,crimson tide
3,3.588,303,328,conspiracy theory
5,3.614,303,340,boogie nights
4,3.584,303,270,gattaca
5,3.83,303,1,toy story
4,3.527,303,4,get shorty
3,3.646,303,432,fantasia
5,4.034,303,181,return of the jedi
4,3.864,303,423,e.t. the extra-terrestrial
3,3.181,303,54,outbreak
5,3.45,303,403,batman
5,3.888,303,208,young frankenstein
5,4.172,303,174,raiders of the lost ark
5,4.036,303,96,terminator 2: judgment day
5,3.62,303,151,up close & personal
5,3.851,303,514,annie hall
4,3.612,303,419,mary poppins
5,3.854,303,268,chasing amy
4,3.252,303,559,interview with the vampire
4,2.616,303,231,batman returns
3,3.198,303,2,goldeneye
5,3.709,303,202,groundhog day
4,2.775,303,235,mars attacks!
4,3.455,303,218,cape fear
4,3.409,303,367,clueless
4,3.861,303,11,se7en
4,3.739,303,82,jurassic park
3,2.907,303,3,four rooms
4,3.897,303,204,back to the future
4,3.238,303,715,to die for
4,3.248,303,17,from dusk till dawn
1,2.563,303,325,crash
4,3.915,303,531,shine
5,3.526,303,47,ed wood
4,3.715,303,404,pinocchio
4,3.848,303,475,trainspotting
5,3.922,303,182,goodfellas
5,4.306,303,50,star wars
2,2.946,303,289,evita
5,4.006,303,185,psycho
5,4.002,303,168,monty python and the holy grail
4,3.589,303,721,mallrats
5,3.928,303,8,babe
3,2.733,303,240,beavis and butt-head do america
4,3.649,303,70,four weddings and a funeral
5,3.499,303,161,top gun
4,3.631,303,99,snow white and the seven dwarfs
4,3.468,303,287,marvin's room
5,3.826,303,129,bound
1,3.094,303,583,romeo is bleeding
5,3.701,303,93,welcome to the dollhouse
4,3.703,303,418,cinderella
3,3.718,303,283,emma
3,2.873,303,569,wolf
4,2.656,303,396,serial mom
3,3.39,303,627,robin hood: prince of thieves
2,2.546,303,542,pocahontas
5,3.787,303,42,clerks
5,3.714,303,262,in the company of men
4,3.626,303,420,alice in wonderland
2,2.678,303,358,spawn
1,3.37,303,685,executive decision
4,3.423,303,255,my best friend's wedding
1,3.127,303,597,eraser
4,3.671,303,276,leaving las vegas
3,2.669,303,260,event horizon
5,4.159,303,474,dr. strangelove or: how i learned to stop worrying and love the bomb
5,3.324,303,451,grease
3,3.609,303,222,star trek: first contact
5,3.867,303,144,die hard
4,3.049,303,232,young guns
3,3.797,303,15,mr. holland's opus
3,2.981,303,229,star trek iii: the search for spock
4,3.455,303,673,cape fear
5,3.912,303,216,when harry met sally...
5,4.453,303,483,casablanca
5,3.86,303,69,forrest gump
5,4.423,303,318,schindler's list
4,3.578,303,65,what's eating gilbert grape
5,4.268,303,357,one flew over the cuckoo's nest
4,3.439,303,33,desperado
3,3.262,303,227,star trek vi: the undiscovered country
5,4.161,303,191,amadeus
5,3.979,303,183,alien
2,3.256,303,271,starship troopers
4,3.49,303,402,ghost
4,3.506,303,845,that thing you do!
5,3.895,303,176,aliens
2,3.38,303,716,home for the holidays
5,3.791,303,97,dances with wolves
4,3.983,303,210,indiana jones and the last crusade
4,3.476,303,249,austin powers: international man of mystery
3,3.61,303,744,michael collins
5,4.307,303,22,braveheart
5,3.913,303,655,stand by me
5,3.255,303,739,pretty woman
3,3.929,303,28,apollo 13
3,3.37,303,230,star trek iv: the voyage home
5,3.807,303,9,dead man walking
2,3.458,303,125,phenomenon
4,3.422,303,763,happy gilmore
5,4.054,303,651,glory
5,4.067,303,83,much ado about nothing
3,3.11,303,167,private benjamin
3,2.975,303,541,mortal kombat
1,2.982,303,323,dante's peak
1,2.916,303,678,volcano
2,3.373,303,326,g.i. jane
2,2.743,303,29,batman forever
2,2.995,303,679,conan the barbarian
3,2.957,303,576,cliffhanger
3,2.653,303,259,george of the jungle
3,2.79,303,849,days of thunder
5,3.386,303,184,army of darkness
2,3.26,303,720,first knight
4,2.891,303,449,star trek: the motion picture
4,3.516,303,92,true romance
5,3.914,303,435,butch cassidy and the sundance kid
2,2.558,303,1228,under siege 2: dark territory
5,3.854,303,246,chasing amy
4,4.215,303,427,to kill a mockingbird
2,3.595,303,248,grosse pointe blank
5,4.069,303,23,taxi driver
3,3.231,303,872,love jones
5,4.01,303,705,singin' in the rain
5,3.826,303,156,reservoir dogs
5,3.931,303,1039,hamlet
5,3.213,303,319,everyone says i love you
4,4.299,303,223,sling blade
4,3.527,303,693,casino
5,4.087,303,482,some like it hot
4,3.282,303,544,things to do in denver when you're dead
3,3.433,303,277,restoration
5,3.836,303,234,jaws
1,2.17,303,564,tales from the hood
5,3.443,303,201,evil dead ii
2,3.361,303,5,copycat
1,3.056,303,1217,assassins
2,2.862,303,452,jaws 2
4,3.626,303,1098,flirting with disaster
3,3.564,303,141,"20,000 leagues under the sea"
4,3.376,303,160,glengarry glen ross
4,3.109,303,410,kingpin
4,3.748,303,558,heavenly creatures
2,2.807,303,1047,multiplicity
1,2.859,303,1110,tank girl
3,3.12,303,94,home alone
5,3.746,303,150,swingers
2,3.673,303,943,killing zoe
4,3.205,303,284,tin cup
4,3.797,303,293,donnie brasco
2,2.268,303,120,striptease
4,3.487,303,152,sleeper
4,4.187,303,251,shall we dance?
4,2.567,303,831,escape from l.a.
4,3.438,303,393,mrs. doubtfire
4,4.187,303,1286,shall we dance?
2,2.274,303,375,showgirls
3,3.078,303,619,extreme measures
4,3.423,303,616,night of the living dead
5,3.716,303,792,bullets over broadway
3,3.134,303,43,disclosure
3,2.436,303,450,star trek v: the final frontier
4,3.529,303,778,don juan demarco
5,4.097,303,1007,waiting for guffman
4,2.971,303,1048,she's the one
2,2.818,303,552,species
2,2.687,303,364,ace ventura: when nature calls
4,3.483,303,1218,friday
3,2.776,303,765,boomerang
5,3.062,303,67,ace ventura: pet detective
4,4.036,303,124,lone star
3,3.355,303,844,freeway
3,3.239,303,636,escape from new york
2,2.851,303,1411,barbarella
4,3.77,303,502,bananas
2,3.625,303,993,hercules
3,3.487,303,549,rob roy
1,2.699,303,391,last action hero
1,2.475,303,1013,anaconda
4,3.879,303,735,philadelphia
1,2.207,303,398,super mario bros.
1,2.789,303,1210,virtuosity
3,3.252,303,458,nixon
1,2.823,303,1239,cutthroat island
1,2.423,303,1089,speed 2: cruise control
1,2.489,303,759,fair game
3,3.624,303,46,exotica
2,2.565,303,388,beverly hills cop iii
2,2.476,303,545,vampire in brooklyn
2,4.135,181,302,l.a. confidential
2,3.159,181,118,twister
2,3.101,181,546,broken arrow
3,3.418,181,327,cop land
2,3.539,181,332,kiss the girls
4,3.44,181,288,scream
5,3.682,181,237,jerry maguire
2,3.16,181,294,liar liar
4,3.317,181,405,mission: impossible
3,3.808,181,258,contact
1,3.757,181,303,ulee's gold
1,2.578,181,829,fled
3,3.305,181,291,absolute power
4,3.529,181,742,ransom
1,2.64,181,406,thinner
4,3.468,181,121,independence day
1,2.661,181,820,space jam
1,2.543,181,263,steel
3,3.735,181,300,air force one
1,3.234,181,880,soul food
1,3.643,181,887,eve's bayou
2,3.298,181,1277,set it off
3,3.588,181,328,conspiracy theory
2,3.282,181,301,in & out
4,3.584,181,270,gattaca
3,3.83,181,1,toy story
2,3.62,181,151,up close & personal
1,3.854,181,268,chasing amy
1,2.775,181,235,mars attacks!
2,3.886,181,10,richard iii
2,2.907,181,3,four rooms
1,3.536,181,1067,bottle rocket
1,3.235,181,1017,trees lounge
2,2.563,181,325,crash
2,3.848,181,475,trainspotting
4,2.946,181,289,evita
1,2.733,181,240,beavis and butt-head do america
2,3.468,181,287,marvin's room
2,3.826,181,129,bound
1,3.701,181,93,welcome to the dollhouse
3,3.718,181,283,emma
3,3.497,181,628,sleepers
2,3.714,181,262,in the company of men
2,2.678,181,358,spawn
2,3.37,181,685,executive decision
2,3.579,181,471,courage under fire
1,2.831,181,930,chain reaction
3,3.127,181,597,eraser
2,3.671,181,276,leaving las vegas
1,2.669,181,260,event horizon
2,2.735,181,827,daylight
4,3.609,181,222,star trek: first contact
3,3.797,181,15,mr. holland's opus
3,4.055,181,275,sense and sensibility
2,3.408,181,1134,get on the bus
3,3.506,181,845,that thing you do!
2,3.61,181,744,michael collins
4,3.807,181,9,dead man walking
1,3.128,181,472,dragonheart
3,3.458,181,125,phenomenon
1,3.422,181,763,happy gilmore
3,3.339,181,924,white squall
3,3.468,181,690,seven years in tibet
2,2.982,181,323,dante's peak
1,3.307,181,360,wonderland
2,2.916,181,678,volcano
4,3.103,181,682,i know what you did last summer
1,2.928,181,990,anna karenina
1,3.373,181,326,g.i. jane
1,2.883,181,1395,hurricane streets
1,2.653,181,259,george of the jungle
1,3.231,181,872,love jones
3,3.213,181,319,everyone says i love you
2,3.03,181,696,city hall
4,3.142,181,974,eye for an eye
1,3.282,181,544,things to do in denver when you're dead
1,3.014,181,989,cats don't dance
1,3.433,181,277,restoration
1,3.109,181,410,kingpin
2,2.807,181,1047,multiplicity
1,3.746,181,150,swingers
2,3.205,181,284,tin cup
1,2.268,181,120,striptease
1,4.187,181,251,shall we dance?
1,2.567,181,831,escape from l.a.
3,3.078,181,619,extreme measures
2,2.971,181,1048,she's the one
1,4.036,181,124,lone star
1,3.355,181,844,freeway
3,3.252,181,458,nixon
1,2.622,181,832,bogus
4,3.233,181,280,willy wonka & the chocolate factory
1,2.896,181,984,shadow conspiracy
2,2.727,181,407,spy hard
2,2.881,181,370,mary reilly
2,3.177,181,864,my fellow americans
1,3.403,181,1114,faithful
1,3.267,181,1010,basquiat
1,2.92,181,982,maximum risk
1,2.493,181,105,sgt. bilko
1,2.784,181,335,how to be a player
1,2.754,181,929,harriet the spy
1,3.402,181,766,man of the year
1,2.949,181,876,money talks
1,2.467,181,261,air bud
2,2.928,181,986,turbulence
1,3.127,181,818,girl 6
1,2.597,181,112,flipper
3,2.209,181,834,halloween: the curse of michael myers
1,2.949,181,881,money talks
1,2.909,181,985,blood and wine
1,2.567,181,130,kansas city
1,3.041,181,1379,love and other catastrophes
1,3.152,181,1038,switchback
1,2.966,181,1321,open season
1,3.016,181,1325,august
4,4.135,154,302,l.a. confidential
3,3.44,154,288,scream
3,3.808,154,258,contact
5,4.172,154,174,raiders of the lost ark
3,3.709,154,202,groundhog day
5,3.724,154,175,brazil
4,3.848,154,475,trainspotting
5,3.922,154,182,goodfellas
5,4.306,154,50,star wars
2,2.946,154,289,evita
5,4.006,154,185,psycho
5,4.159,154,474,dr. strangelove or: how i learned to stop worrying and love the bomb
2,3.609,154,222,star trek: first contact
5,3.856,154,135,2001: a space odyssey
5,4.138,154,89,blade runner
4,4.268,154,357,one flew over the cuckoo's nest
4,4.161,154,191,amadeus
4,3.595,154,708,"sex, lies, and videotape"
4,4.054,154,651,glory
4,4.002,154,527,gandhi
3,4.084,154,496,it's a wonderful life
4,4.087,154,482,some like it hot
4,3.487,154,152,sleeper
4,3.497,154,806,menace ii society
4,4.135,31,302,l.a. confidential
3,3.757,31,303,ulee's gold
2,3.588,31,328,conspiracy theory
3,3.614,31,340,boogie nights
5,3.851,31,514,annie hall
3,3.854,31,268,chasing amy
5,3.724,31,175,brazil
5,3.714,31,262,in the company of men
4,3.856,31,135,2001: a space odyssey
4,3.256,31,271,starship troopers
2,3.103,31,682,i know what you did last summer
5,4.01,31,705,singin' in the rain
4,3.213,31,319,everyone says i love you
4,4.036,31,124,lone star
4,4.007,31,192,raging bull
5,3.997,31,136,mr. smith goes to washington
4,4.135,305,302,l.a. confidential
2,3.685,305,257,men in black
3,3.418,305,327,cop land
2,3.682,305,237,jerry maguire
1,3.516,305,385,true lies
3,3.317,305,405,mission: impossible
4,3.746,305,298,face/off
