"movie_id","genre","is_genre"
"1016","Action","{""id"":400782,""type"":""genre"",""start"":1204383,""end"":1811498,""properties"":{""state"":""Action""}}"
"1017","Drama","{""id"":402442,""type"":""genre"",""start"":1204384,""end"":1812916,""properties"":{""state"":""Drama""}}"
"1018","Drama","{""id"":401870,""type"":""genre"",""start"":1204385,""end"":1812917,""properties"":{""state"":""Drama""}}"
"1019","Action","{""id"":405128,""type"":""genre"",""start"":1204386,""end"":1811499,""properties"":{""state"":""Action""}}"
"1019","Thriller","{""id"":405126,""type"":""genre"",""start"":1204386,""end"":1811145,""properties"":{""state"":""Thriller""}}"
"102","Children's","{""id"":405750,""type"":""genre"",""start"":1203469,""end"":1811747,""properties"":{""state"":""Children's""}}"
"102","Animation","{""id"":405744,""type"":""genre"",""start"":1203469,""end"":1808807,""properties"":{""state"":""Animation""}}"
"1020","Mystery","{""id"":407040,""type"":""genre"",""start"":1204387,""end"":1813490,""properties"":{""state"":""Mystery""}}"
"1020","Thriller","{""id"":407038,""type"":""genre"",""start"":1204387,""end"":1811146,""properties"":{""state"":""Thriller""}}"
"1021","Drama","{""id"":405538,""type"":""genre"",""start"":1204388,""end"":1812918,""properties"":{""state"":""Drama""}}"
"1022","Documentary","{""id"":403888,""type"":""genre"",""start"":1204389,""end"":1809603,""properties"":{""state"":""Documentary""}}"
"1023","Comedy","{""id"":408712,""type"":""genre"",""start"":1204390,""end"":1809275,""properties"":{""state"":""Comedy""}}"
"1024","Romance","{""id"":408770,""type"":""genre"",""start"":1204391,""end"":1813667,""properties"":{""state"":""Romance""}}"
"1025","Drama","{""id"":407130,""type"":""genre"",""start"":1204392,""end"":1810026,""properties"":{""state"":""Drama""}}"
"1025","Thriller","{""id"":407138,""type"":""genre"",""start"":1204392,""end"":1814040,""properties"":{""state"":""Thriller""}}"
"1025","Action","{""id"":407134,""type"":""genre"",""start"":1204392,""end"":1811500,""properties"":{""state"":""Action""}}"
"1026","Comedy","{""id"":410440,""type"":""genre"",""start"":1204393,""end"":1812169,""properties"":{""state"":""Comedy""}}"
"1026","Drama","{""id"":410438,""type"":""genre"",""start"":1204393,""end"":1810027,""properties"":{""state"":""Drama""}}"
"1027","Action","{""id"":411078,""type"":""genre"",""start"":1204394,""end"":1811501,""properties"":{""state"":""Action""}}"
"1028","Comedy","{""id"":401752,""type"":""genre"",""start"":1204395,""end"":1809277,""properties"":{""state"":""Comedy""}}"
"1028","Romance","{""id"":401754,""type"":""genre"",""start"":1204395,""end"":1810775,""properties"":{""state"":""Romance""}}"
"1029","Comedy","{""id"":409940,""type"":""genre"",""start"":1204396,""end"":1809278,""properties"":{""state"":""Comedy""}}"
"103","Musical","{""id"":406088,""type"":""genre"",""start"":1203470,""end"":1810498,""properties"":{""state"":""Musical""}}"
"103","Children's","{""id"":406086,""type"":""genre"",""start"":1203470,""end"":1808855,""properties"":{""state"":""Children's""}}"
"103","Animation","{""id"":406090,""type"":""genre"",""start"":1203470,""end"":1811701,""properties"":{""state"":""Animation""}}"
"1030","Comedy","{""id"":407406,""type"":""genre"",""start"":1204397,""end"":1812172,""properties"":{""state"":""Comedy""}}"
"1031","Adventure","{""id"":410224,""type"":""genre"",""start"":1204398,""end"":1808774,""properties"":{""state"":""Adventure""}}"
"1031","Children's","{""id"":410226,""type"":""genre"",""start"":1204398,""end"":1808934,""properties"":{""state"":""Children's""}}"
"1032","Children's","{""id"":408576,""type"":""genre"",""start"":1204399,""end"":1808935,""properties"":{""state"":""Children's""}}"
"1032","Comedy","{""id"":408582,""type"":""genre"",""start"":1204399,""end"":1812173,""properties"":{""state"":""Comedy""}}"
"1033","Children's","{""id"":404646,""type"":""genre"",""start"":1204400,""end"":1808936,""properties"":{""state"":""Children's""}}"
"1033","Adventure","{""id"":404648,""type"":""genre"",""start"":1204400,""end"":1811668,""properties"":{""state"":""Adventure""}}"
"1034","Action","{""id"":404184,""type"":""genre"",""start"":1204401,""end"":1811502,""properties"":{""state"":""Action""}}"
"1034","Adventure","{""id"":404186,""type"":""genre"",""start"":1204401,""end"":1811669,""properties"":{""state"":""Adventure""}}"
"1035","Comedy","{""id"":401392,""type"":""genre"",""start"":1204402,""end"":1809281,""properties"":{""state"":""Comedy""}}"
"1036","Fantasy","{""id"":407510,""type"":""genre"",""start"":1204403,""end"":1813262,""properties"":{""state"":""Fantasy""}}"
"1036","Comedy","{""id"":407508,""type"":""genre"",""start"":1204403,""end"":1812175,""properties"":{""state"":""Comedy""}}"
"1037","Musical","{""id"":405916,""type"":""genre"",""start"":1204404,""end"":1813429,""properties"":{""state"":""Musical""}}"
"1037","Romance","{""id"":405918,""type"":""genre"",""start"":1204404,""end"":1813669,""properties"":{""state"":""Romance""}}"
"1037","Comedy","{""id"":405914,""type"":""genre"",""start"":1204404,""end"":1812176,""properties"":{""state"":""Comedy""}}"
"1038","Thriller","{""id"":410072,""type"":""genre"",""start"":1204405,""end"":1811148,""properties"":{""state"":""Thriller""}}"
"1039","Drama","{""id"":403542,""type"":""genre"",""start"":1204406,""end"":1812921,""properties"":{""state"":""Drama""}}"
"104","Comedy","{""id"":407062,""type"":""genre"",""start"":1203471,""end"":1811895,""properties"":{""state"":""Comedy""}}"
"1040","Comedy","{""id"":408512,""type"":""genre"",""start"":1204407,""end"":1812177,""properties"":{""state"":""Comedy""}}"
"1040","Romance","{""id"":408510,""type"":""genre"",""start"":1204407,""end"":1810777,""properties"":{""state"":""Romance""}}"
"1041","Comedy","{""id"":405084,""type"":""genre"",""start"":1204408,""end"":1809285,""properties"":{""state"":""Comedy""}}"
"1041","Romance","{""id"":405086,""type"":""genre"",""start"":1204408,""end"":1810778,""properties"":{""state"":""Romance""}}"
"1042","Thriller","{""id"":400194,""type"":""genre"",""start"":1204409,""end"":1811149,""properties"":{""state"":""Thriller""}}"
"1042","Mystery","{""id"":400196,""type"":""genre"",""start"":1204409,""end"":1813491,""properties"":{""state"":""Mystery""}}"
"1043","Comedy","{""id"":408024,""type"":""genre"",""start"":1204410,""end"":1809286,""properties"":{""state"":""Comedy""}}"
"1044","Comedy","{""id"":405584,""type"":""genre"",""start"":1204411,""end"":1812180,""properties"":{""state"":""Comedy""}}"
"1044","Drama","{""id"":405582,""type"":""genre"",""start"":1204411,""end"":1810029,""properties"":{""state"":""Drama""}}"
"1045","Drama","{""id"":409142,""type"":""genre"",""start"":1204412,""end"":1812923,""properties"":{""state"":""Drama""}}"
"1046","Thriller","{""id"":404556,""type"":""genre"",""start"":1204413,""end"":1811150,""properties"":{""state"":""Thriller""}}"
"1047","Comedy","{""id"":402870,""type"":""genre"",""start"":1204414,""end"":1812181,""properties"":{""state"":""Comedy""}}"
"1048","Comedy","{""id"":405428,""type"":""genre"",""start"":1204415,""end"":1812182,""properties"":{""state"":""Comedy""}}"
"1048","Romance","{""id"":405426,""type"":""genre"",""start"":1204415,""end"":1810779,""properties"":{""state"":""Romance""}}"
"1049","Comedy","{""id"":400632,""type"":""genre"",""start"":1204416,""end"":1809290,""properties"":{""state"":""Comedy""}}"
"105","Comedy","{""id"":404522,""type"":""genre"",""start"":1203472,""end"":1811896,""properties"":{""state"":""Comedy""}}"
"1050","Drama","{""id"":408216,""type"":""genre"",""start"":1204417,""end"":1812924,""properties"":{""state"":""Drama""}}"
"1050","Romance","{""id"":408218,""type"":""genre"",""start"":1204417,""end"":1813673,""properties"":{""state"":""Romance""}}"
"1051","Comedy","{""id"":408068,""type"":""genre"",""start"":1204418,""end"":1809291,""properties"":{""state"":""Comedy""}}"
"1052","Horror","{""id"":404038,""type"":""genre"",""start"":1204419,""end"":1813376,""properties"":{""state"":""Horror""}}"
"1052","Comedy","{""id"":404036,""type"":""genre"",""start"":1204419,""end"":1812185,""properties"":{""state"":""Comedy""}}"
"1053","Drama","{""id"":407378,""type"":""genre"",""start"":1204420,""end"":1812925,""properties"":{""state"":""Drama""}}"
"1054","Comedy","{""id"":408920,""type"":""genre"",""start"":1204421,""end"":1809293,""properties"":{""state"":""Comedy""}}"
"1055","Drama","{""id"":410772,""type"":""genre"",""start"":1204422,""end"":1810033,""properties"":{""state"":""Drama""}}"
"1056","Horror","{""id"":409286,""type"":""genre"",""start"":1204423,""end"":1813377,""properties"":{""state"":""Horror""}}"
"1057","Comedy","{""id"":405468,""type"":""genre"",""start"":1204424,""end"":1809294,""properties"":{""state"":""Comedy""}}"
"1058","Drama","{""id"":409326,""type"":""genre"",""start"":1204425,""end"":1812927,""properties"":{""state"":""Drama""}}"
"1058","Adventure","{""id"":409320,""type"":""genre"",""start"":1204425,""end"":1808777,""properties"":{""state"":""Adventure""}}"
"1059","Comedy","{""id"":406402,""type"":""genre"",""start"":1204426,""end"":1812188,""properties"":{""state"":""Comedy""}}"
"106","Thriller","{""id"":401694,""type"":""genre"",""start"":1203473,""end"":1813875,""properties"":{""state"":""Thriller""}}"
"106","Drama","{""id"":401692,""type"":""genre"",""start"":1203473,""end"":1812571,""properties"":{""state"":""Drama""}}"
"1060","Children's","{""id"":402934,""type"":""genre"",""start"":1204427,""end"":1811830,""properties"":{""state"":""Children's""}}"
"1060","Adventure","{""id"":402932,""type"":""genre"",""start"":1204427,""end"":1811671,""properties"":{""state"":""Adventure""}}"
"1061","Drama","{""id"":403350,""type"":""genre"",""start"":1204428,""end"":1810035,""properties"":{""state"":""Drama""}}"
"1061","Comedy","{""id"":403352,""type"":""genre"",""start"":1204428,""end"":1812189,""properties"":{""state"":""Comedy""}}"
"1062","Drama","{""id"":408136,""type"":""genre"",""start"":1204429,""end"":1810036,""properties"":{""state"":""Drama""}}"
"1063","Drama","{""id"":404786,""type"":""genre"",""start"":1204430,""end"":1812930,""properties"":{""state"":""Drama""}}"
"1063","Children's","{""id"":404784,""type"":""genre"",""start"":1204430,""end"":1811831,""properties"":{""state"":""Children's""}}"
"1064","Film-Noir","{""id"":410094,""type"":""genre"",""start"":1204431,""end"":1810395,""properties"":{""state"":""Film-Noir""}}"
"1064","Crime","{""id"":410096,""type"":""genre"",""start"":1204431,""end"":1812429,""properties"":{""state"":""Crime""}}"
"1065","Documentary","{""id"":404224,""type"":""genre"",""start"":1204432,""end"":1809604,""properties"":{""state"":""Documentary""}}"
"1065","War","{""id"":404230,""type"":""genre"",""start"":1204432,""end"":1814159,""properties"":{""state"":""War""}}"
"1066","Animation","{""id"":407324,""type"":""genre"",""start"":1204433,""end"":1808834,""properties"":{""state"":""Animation""}}"
"1066","Children's","{""id"":407326,""type"":""genre"",""start"":1204433,""end"":1808939,""properties"":{""state"":""Children's""}}"
"1067","Comedy","{""id"":402276,""type"":""genre"",""start"":1204434,""end"":1809297,""properties"":{""state"":""Comedy""}}"
"1068","Drama","{""id"":409240,""type"":""genre"",""start"":1204435,""end"":1810038,""properties"":{""state"":""Drama""}}"
"1069","Drama","{""id"":407576,""type"":""genre"",""start"":1204436,""end"":1812932,""properties"":{""state"":""Drama""}}"
"1069","Thriller","{""id"":407578,""type"":""genre"",""start"":1204436,""end"":1814044,""properties"":{""state"":""Thriller""}}"
"1069","Crime","{""id"":407568,""type"":""genre"",""start"":1204436,""end"":1809537,""properties"":{""state"":""Crime""}}"
"107","Drama","{""id"":404596,""type"":""genre"",""start"":1203474,""end"":1809679,""properties"":{""state"":""Drama""}}"
"1070","Comedy","{""id"":403808,""type"":""genre"",""start"":1204437,""end"":1809298,""properties"":{""state"":""Comedy""}}"
"1071","Comedy","{""id"":408584,""type"":""genre"",""start"":1204438,""end"":1809299,""properties"":{""state"":""Comedy""}}"
"1072","Comedy","{""id"":408052,""type"":""genre"",""start"":1204439,""end"":1812193,""properties"":{""state"":""Comedy""}}"
"1072","Romance","{""id"":408050,""type"":""genre"",""start"":1204439,""end"":1810781,""properties"":{""state"":""Romance""}}"
"1073","Thriller","{""id"":406298,""type"":""genre"",""start"":1204440,""end"":1814045,""properties"":{""state"":""Thriller""}}"
"1074","Comedy","{""id"":407968,""type"":""genre"",""start"":1204441,""end"":1809301,""properties"":{""state"":""Comedy""}}"
"1074","Drama","{""id"":407970,""type"":""genre"",""start"":1204441,""end"":1810040,""properties"":{""state"":""Drama""}}"
"1075","Drama","{""id"":409678,""type"":""genre"",""start"":1204442,""end"":1812934,""properties"":{""state"":""Drama""}}"
"1076","Fantasy","{""id"":409494,""type"":""genre"",""start"":1204443,""end"":1813263,""properties"":{""state"":""Fantasy""}}"
"1076","Children's","{""id"":409482,""type"":""genre"",""start"":1204443,""end"":1808940,""properties"":{""state"":""Children's""}}"
"1076","Action","{""id"":409476,""type"":""genre"",""start"":1204443,""end"":1808610,""properties"":{""state"":""Action""}}"
"1076","Animation","{""id"":409490,""type"":""genre"",""start"":1204443,""end"":1811728,""properties"":{""state"":""Animation""}}"
"1076","Adventure","{""id"":409478,""type"":""genre"",""start"":1204443,""end"":1808779,""properties"":{""state"":""Adventure""}}"
"1077","Thriller","{""id"":408730,""type"":""genre"",""start"":1204444,""end"":1814046,""properties"":{""state"":""Thriller""}}"
"1078","Animation","{""id"":404668,""type"":""genre"",""start"":1204445,""end"":1808836,""properties"":{""state"":""Animation""}}"
"1078","Children's","{""id"":404670,""type"":""genre"",""start"":1204445,""end"":1808941,""properties"":{""state"":""Children's""}}"
"1079","Musical","{""id"":401506,""type"":""genre"",""start"":1204446,""end"":1810537,""properties"":{""state"":""Musical""}}"
"1079","Comedy","{""id"":401508,""type"":""genre"",""start"":1204446,""end"":1812195,""properties"":{""state"":""Comedy""}}"
"108","Comedy","{""id"":407654,""type"":""genre"",""start"":1203475,""end"":1811897,""properties"":{""state"":""Comedy""}}"
"1080","Comedy","{""id"":410192,""type"":""genre"",""start"":1204447,""end"":1809303,""properties"":{""state"":""Comedy""}}"
"1081","Crime","{""id"":400328,""type"":""genre"",""start"":1204448,""end"":1809538,""properties"":{""state"":""Crime""}}"
"1082","Drama","{""id"":407676,""type"":""genre"",""start"":1204449,""end"":1810042,""properties"":{""state"":""Drama""}}"
"1083","Crime","{""id"":408864,""type"":""genre"",""start"":1204450,""end"":1809539,""properties"":{""state"":""Crime""}}"
"1083","Thriller","{""id"":408866,""type"":""genre"",""start"":1204450,""end"":1811154,""properties"":{""state"":""Thriller""}}"
"1084","Documentary","{""id"":407582,""type"":""genre"",""start"":1204451,""end"":1812498,""properties"":{""state"":""Documentary""}}"
"1085","Drama","{""id"":409024,""type"":""genre"",""start"":1204452,""end"":1810043,""properties"":{""state"":""Drama""}}"
"1085","Romance","{""id"":409030,""type"":""genre"",""start"":1204452,""end"":1813675,""properties"":{""state"":""Romance""}}"
"1086","Drama","{""id"":402314,""type"":""genre"",""start"":1204453,""end"":1812937,""properties"":{""state"":""Drama""}}"
"1087","Action","{""id"":409188,""type"":""genre"",""start"":1204454,""end"":1808611,""properties"":{""state"":""Action""}}"
"1088","Action","{""id"":409010,""type"":""genre"",""start"":1204455,""end"":1811505,""properties"":{""state"":""Action""}}"
"1089","Thriller","{""id"":408638,""type"":""genre"",""start"":1204456,""end"":1814048,""properties"":{""state"":""Thriller""}}"
"1089","Romance","{""id"":408630,""type"":""genre"",""start"":1204456,""end"":1810783,""properties"":{""state"":""Romance""}}"
"1089","Action","{""id"":408628,""type"":""genre"",""start"":1204456,""end"":1808613,""properties"":{""state"":""Action""}}"
"109","Sci-Fi","{""id"":401770,""type"":""genre"",""start"":1203476,""end"":1810867,""properties"":{""state"":""Sci-Fi""}}"
"109","Comedy","{""id"":401768,""type"":""genre"",""start"":1203476,""end"":1809005,""properties"":{""state"":""Comedy""}}"
"1090","Thriller","{""id"":407646,""type"":""genre"",""start"":1204457,""end"":1814049,""properties"":{""state"":""Thriller""}}"
"1091","Animation","{""id"":401726,""type"":""genre"",""start"":1204458,""end"":1808837,""properties"":{""state"":""Animation""}}"
"1091","Children's","{""id"":401736,""type"":""genre"",""start"":1204458,""end"":1811835,""properties"":{""state"":""Children's""}}"
"1091","Adventure","{""id"":401732,""type"":""genre"",""start"":1204458,""end"":1811673,""properties"":{""state"":""Adventure""}}"
"1091","Musical","{""id"":401730,""type"":""genre"",""start"":1204458,""end"":1810538,""properties"":{""state"":""Musical""}}"
"1092","Comedy","{""id"":409516,""type"":""genre"",""start"":1204459,""end"":1809304,""properties"":{""state"":""Comedy""}}"
"1093","Comedy","{""id"":406994,""type"":""genre"",""start"":1204460,""end"":1812198,""properties"":{""state"":""Comedy""}}"
"1094","Comedy","{""id"":405516,""type"":""genre"",""start"":1204461,""end"":1809306,""properties"":{""state"":""Comedy""}}"
"1095","Comedy","{""id"":406072,""type"":""genre"",""start"":1204462,""end"":1809307,""properties"":{""state"":""Comedy""}}"
"1096","Romance","{""id"":410196,""type"":""genre"",""start"":1204463,""end"":1810784,""properties"":{""state"":""Romance""}}"
"1097","Drama","{""id"":408116,""type"":""genre"",""start"":1204464,""end"":1810045,""properties"":{""state"":""Drama""}}"
"1098","Comedy","{""id"":401642,""type"":""genre"",""start"":1204465,""end"":1812201,""properties"":{""state"":""Comedy""}}"
"1099","Drama","{""id"":403484,""type"":""genre"",""start"":1204466,""end"":1810046,""properties"":{""state"":""Drama""}}"
"11","Crime","{""id"":402004,""type"":""genre"",""start"":1203378,""end"":1812365,""properties"":{""state"":""Crime""}}"
"11","Thriller","{""id"":402006,""type"":""genre"",""start"":1203378,""end"":1813854,""properties"":{""state"":""Thriller""}}"
"110","Adventure","{""id"":404254,""type"":""genre"",""start"":1203477,""end"":1808678,""properties"":{""state"":""Adventure""}}"
"110","War","{""id"":404258,""type"":""genre"",""start"":1203477,""end"":1811216,""properties"":{""state"":""War""}}"
"110","Action","{""id"":404252,""type"":""genre"",""start"":1203477,""end"":1808440,""properties"":{""state"":""Action""}}"
"110","Comedy","{""id"":404264,""type"":""genre"",""start"":1203477,""end"":1811899,""properties"":{""state"":""Comedy""}}"
"1100","Romance","{""id"":403856,""type"":""genre"",""start"":1204467,""end"":1810785,""properties"":{""state"":""Romance""}}"
"1100","Drama","{""id"":403860,""type"":""genre"",""start"":1204467,""end"":1812940,""properties"":{""state"":""Drama""}}"
"1100","Comedy","{""id"":403852,""type"":""genre"",""start"":1204467,""end"":1809309,""properties"":{""state"":""Comedy""}}"
"1101","Drama","{""id"":405380,""type"":""genre"",""start"":1204468,""end"":1812941,""properties"":{""state"":""Drama""}}"
"1101","Mystery","{""id"":405382,""type"":""genre"",""start"":1204468,""end"":1813492,""properties"":{""state"":""Mystery""}}"
"1102","Comedy","{""id"":407788,""type"":""genre"",""start"":1204469,""end"":1812203,""properties"":{""state"":""Comedy""}}"
"1102","Romance","{""id"":407786,""type"":""genre"",""start"":1204469,""end"":1810786,""properties"":{""state"":""Romance""}}"
"1103","Drama","{""id"":409786,""type"":""genre"",""start"":1204470,""end"":1810049,""properties"":{""state"":""Drama""}}"
"1103","Comedy","{""id"":409784,""type"":""genre"",""start"":1204470,""end"":1809311,""properties"":{""state"":""Comedy""}}"
"1104","Drama","{""id"":408360,""type"":""genre"",""start"":1204471,""end"":1810050,""properties"":{""state"":""Drama""}}"
"1104","Comedy","{""id"":408362,""type"":""genre"",""start"":1204471,""end"":1812205,""properties"":{""state"":""Comedy""}}"
"1104","Crime","{""id"":408364,""type"":""genre"",""start"":1204471,""end"":1812433,""properties"":{""state"":""Crime""}}"
"1105","Action","{""id"":408006,""type"":""genre"",""start"":1204472,""end"":1811507,""properties"":{""state"":""Action""}}"
"1105","Thriller","{""id"":408004,""type"":""genre"",""start"":1204472,""end"":1811157,""properties"":{""state"":""Thriller""}}"
"1105","Adventure","{""id"":408008,""type"":""genre"",""start"":1204472,""end"":1811674,""properties"":{""state"":""Adventure""}}"
"1106","Drama","{""id"":408450,""type"":""genre"",""start"":1204473,""end"":1812944,""properties"":{""state"":""Drama""}}"
"1106","Crime","{""id"":408444,""type"":""genre"",""start"":1204473,""end"":1809541,""properties"":{""state"":""Crime""}}"
"1107","Drama","{""id"":405662,""type"":""genre"",""start"":1204474,""end"":1812945,""properties"":{""state"":""Drama""}}"
"1108","Drama","{""id"":407962,""type"":""genre"",""start"":1204475,""end"":1812946,""properties"":{""state"":""Drama""}}"
"1109","Drama","{""id"":405280,""type"":""genre"",""start"":1204476,""end"":1810054,""properties"":{""state"":""Drama""}}"
"1109","Thriller","{""id"":405286,""type"":""genre"",""start"":1204476,""end"":1814051,""properties"":{""state"":""Thriller""}}"
"111","Romance","{""id"":400754,""type"":""genre"",""start"":1203478,""end"":1810628,""properties"":{""state"":""Romance""}}"
"111","Comedy","{""id"":400756,""type"":""genre"",""start"":1203478,""end"":1811900,""properties"":{""state"":""Comedy""}}"
"1110","Sci-Fi","{""id"":403010,""type"":""genre"",""start"":1204477,""end"":1810944,""properties"":{""state"":""Sci-Fi""}}"
"1110","Comedy","{""id"":403006,""type"":""genre"",""start"":1204477,""end"":1809313,""properties"":{""state"":""Comedy""}}"
"1110","Musical","{""id"":403008,""type"":""genre"",""start"":1204477,""end"":1810539,""properties"":{""state"":""Musical""}}"
"1110","Action","{""id"":403004,""type"":""genre"",""start"":1204477,""end"":1808615,""properties"":{""state"":""Action""}}"
"1111","Drama","{""id"":410296,""type"":""genre"",""start"":1204478,""end"":1810055,""properties"":{""state"":""Drama""}}"
"1112","Drama","{""id"":407640,""type"":""genre"",""start"":1204479,""end"":1810056,""properties"":{""state"":""Drama""}}"
"1113","Drama","{""id"":407540,""type"":""genre"",""start"":1204480,""end"":1810057,""properties"":{""state"":""Drama""}}"
"1114","Comedy","{""id"":403544,""type"":""genre"",""start"":1204481,""end"":1809314,""properties"":{""state"":""Comedy""}}"
"1115","Comedy","{""id"":402404,""type"":""genre"",""start"":1204482,""end"":1809315,""properties"":{""state"":""Comedy""}}"
"1115","Romance","{""id"":402408,""type"":""genre"",""start"":1204482,""end"":1810787,""properties"":{""state"":""Romance""}}"
"1115","Drama","{""id"":402406,""type"":""genre"",""start"":1204482,""end"":1810058,""properties"":{""state"":""Drama""}}"
"1116","Adventure","{""id"":406266,""type"":""genre"",""start"":1204483,""end"":1811675,""properties"":{""state"":""Adventure""}}"
"1117","Drama","{""id"":407342,""type"":""genre"",""start"":1204484,""end"":1812952,""properties"":{""state"":""Drama""}}"
"1118","Comedy","{""id"":407288,""type"":""genre"",""start"":1204485,""end"":1809316,""properties"":{""state"":""Comedy""}}"
"1119","Romance","{""id"":405206,""type"":""genre"",""start"":1204486,""end"":1813681,""properties"":{""state"":""Romance""}}"
"1119","Drama","{""id"":405200,""type"":""genre"",""start"":1204486,""end"":1810060,""properties"":{""state"":""Drama""}}"
"112","Children's","{""id"":408806,""type"":""genre"",""start"":1203479,""end"":1808856,""properties"":{""state"":""Children's""}}"
"112","Adventure","{""id"":408808,""type"":""genre"",""start"":1203479,""end"":1811572,""properties"":{""state"":""Adventure""}}"
"1120","Comedy","{""id"":408736,""type"":""genre"",""start"":1204487,""end"":1809317,""properties"":{""state"":""Comedy""}}"
"1121","Musical","{""id"":409910,""type"":""genre"",""start"":1204488,""end"":1810540,""properties"":{""state"":""Musical""}}"
